"length","gene_id"
10613,"Montipora_capitata_HIv3___TS.g23373.t2"
1049,"Montipora_capitata_HIv3___RNAseq.g15277.t1"
611,"Montipora_capitata_HIv3___RNAseq.g15278.t1"
830,"Montipora_capitata_HIv3___RNAseq.g15279.t1"
15592,"Montipora_capitata_HIv3___RNAseq.g15280.t1"
13557,"Montipora_capitata_HIv3___RNAseq.g15281.t1"
977,"Montipora_capitata_HIv3___TS.g23379.t1"
10303,"Montipora_capitata_HIv3___RNAseq.g15282.t1"
9593,"Montipora_capitata_HIv3___RNAseq.g15283.t1"
13789,"Montipora_capitata_HIv3___RNAseq.g15284.t1"
2573,"Montipora_capitata_HIv3___RNAseq.g15285.t1"
602,"Montipora_capitata_HIv3___RNAseq.g15286.t1"
2424,"Montipora_capitata_HIv3___RNAseq.g15287.t1"
1657,"Montipora_capitata_HIv3___RNAseq.g15288.t1"
1187,"Montipora_capitata_HIv3___TS.g23388.t1"
17751,"Montipora_capitata_HIv3___RNAseq.g15290.t1"
10339,"Montipora_capitata_HIv3___RNAseq.g15291.t1"
3618,"Montipora_capitata_HIv3___RNAseq.g15292.t1"
5818,"Montipora_capitata_HIv3___RNAseq.g15293.t1"
1940,"Montipora_capitata_HIv3___RNAseq.g15294.t1"
39639,"Montipora_capitata_HIv3___RNAseq.g15295.t1"
461,"Montipora_capitata_HIv3___RNAseq.g15296.t1"
1494,"Montipora_capitata_HIv3___TS.g23395.t1"
3820,"Montipora_capitata_HIv3___TS.g23397.t1"
8586,"Montipora_capitata_HIv3___RNAseq.g15298.t1"
7738,"Montipora_capitata_HIv3___RNAseq.g15299.t1"
20797,"Montipora_capitata_HIv3___RNAseq.g15300.t1"
326,"Montipora_capitata_HIv3___RNAseq.g15301.t1"
26370,"Montipora_capitata_HIv3___RNAseq.g15302.t2"
17578,"Montipora_capitata_HIv3___RNAseq.g15303.t1"
5226,"Montipora_capitata_HIv3___RNAseq.g15304.t1"
15419,"Montipora_capitata_HIv3___TS.g23405.t1"
12817,"Montipora_capitata_HIv3___TS.g23406.t1"
2758,"Montipora_capitata_HIv3___TS.g23407.t1"
1300,"Montipora_capitata_HIv3___RNAseq.g15309.t1"
22675,"Montipora_capitata_HIv3___RNAseq.g15310.t1"
713,"Montipora_capitata_HIv3___RNAseq.g15311.t1"
449,"Montipora_capitata_HIv3___RNAseq.g15312.t1"
563,"Montipora_capitata_HIv3___RNAseq.g15313.t1"
4840,"Montipora_capitata_HIv3___RNAseq.g15314.t1"
13444,"Montipora_capitata_HIv3___RNAseq.g4581.t1"
25092,"Montipora_capitata_HIv3___RNAseq.g4582.t1"
4503,"Montipora_capitata_HIv3___RNAseq.g4583.t1"
13012,"Montipora_capitata_HIv3___RNAseq.g4584.t1"
8568,"Montipora_capitata_HIv3___RNAseq.g4585.t1"
53587,"Montipora_capitata_HIv3___RNAseq.g4586.t1"
299,"Montipora_capitata_HIv3___TS.g26265.t1"
227,"Montipora_capitata_HIv3___TS.g26266.t1"
296,"Montipora_capitata_HIv3___TS.g26267.t1"
293,"Montipora_capitata_HIv3___TS.g26268.t1"
278,"Montipora_capitata_HIv3___TS.g26269.t1"
419,"Montipora_capitata_HIv3___TS.g26272.t1"
611,"Montipora_capitata_HIv3___TS.g26273.t1"
1100,"Montipora_capitata_HIv3___RNAseq.g4588.t1"
99976,"Montipora_capitata_HIv3___RNAseq.g4589.t1"
260,"Montipora_capitata_HIv3___TS.g26276.t1"
272,"Montipora_capitata_HIv3___TS.g26277.t1"
21918,"Montipora_capitata_HIv3___RNAseq.g4590.t1"
4588,"Montipora_capitata_HIv3___RNAseq.g4591.t1b"
11859,"Montipora_capitata_HIv3___RNAseq.g4591.t1a"
749,"Montipora_capitata_HIv3___RNAseq.g4592.t1"
548,"Montipora_capitata_HIv3___RNAseq.g4593.t1"
56776,"Montipora_capitata_HIv3___RNAseq.g4594.t1"
3821,"Montipora_capitata_HIv3___TS.g26284.t1"
7155,"Montipora_capitata_HIv3___TS.g26285.t1"
1760,"Montipora_capitata_HIv3___RNAseq.g4597.t1"
3350,"Montipora_capitata_HIv3___RNAseq.g4598.t1"
15539,"Montipora_capitata_HIv3___RNAseq.g4599.t1"
308,"Montipora_capitata_HIv3___RNAseq.g4600.t1"
1104,"Montipora_capitata_HIv3___RNAseq.g4601.t1"
473,"Montipora_capitata_HIv3___RNAseq.g4602.t1"
13786,"Montipora_capitata_HIv3___TS.g26291.t1"
16175,"Montipora_capitata_HIv3___RNAseq.g4604.t1"
7020,"Montipora_capitata_HIv3___RNAseq.g4605.t1"
5561,"Montipora_capitata_HIv3___RNAseq.g4606.t1"
4004,"Montipora_capitata_HIv3___RNAseq.g4607.t1"
27497,"Montipora_capitata_HIv3___TS.g26295.t1"
2611,"Montipora_capitata_HIv3___RNAseq.g4609.t1"
17838,"Montipora_capitata_HIv3___TS.g26297.t1"
2614,"Montipora_capitata_HIv3___RNAseq.g4611.t2"
1127,"Montipora_capitata_HIv3___TS.g26298.t1"
1603,"Montipora_capitata_HIv3___RNAseq.g4613.t1"
25548,"Montipora_capitata_HIv3___RNAseq.g4614.t1"
2720,"Montipora_capitata_HIv3___RNAseq.g4615.t1"
11591,"Montipora_capitata_HIv3___TS.g26302.t1"
497,"Montipora_capitata_HIv3___RNAseq.g4617.t1"
398,"Montipora_capitata_HIv3___TS.g26304.t1b"
1487,"Montipora_capitata_HIv3___TS.g26304.t1a"
19217,"Montipora_capitata_HIv3___TS.g26305.t1"
8546,"Montipora_capitata_HIv3___RNAseq.g4620.t1"
25961,"Montipora_capitata_HIv3___TS.g26306.t1"
5687,"Montipora_capitata_HIv3___TS.g26307.t1c"
230,"Montipora_capitata_HIv3___TS.g26307.t1b"
29739,"Montipora_capitata_HIv3___TS.g26307.t1a"
26870,"Montipora_capitata_HIv3___RNAseq.g4623.t1"
1474,"Montipora_capitata_HIv3___TS.g26309.t1b"
3260,"Montipora_capitata_HIv3___TS.g26309.t1a"
24843,"Montipora_capitata_HIv3___RNAseq.g4625.t1"
4325,"Montipora_capitata_HIv3___RNAseq.g4626.t1"
19788,"Montipora_capitata_HIv3___RNAseq.g4627.t1"
26331,"Montipora_capitata_HIv3___TS.g26313.t3"
2812,"Montipora_capitata_HIv3___RNAseq.g4629.t1"
3718,"Montipora_capitata_HIv3___TS.g26315.t1"
5688,"Montipora_capitata_HIv3___RNAseq.g4631.t1"
5327,"Montipora_capitata_HIv3___RNAseq.g4632.t1"
9768,"Montipora_capitata_HIv3___RNAseq.g4633.t1"
7897,"Montipora_capitata_HIv3___RNAseq.g4634.t1"
338,"Montipora_capitata_HIv3___TS.g26320.t1"
11154,"Montipora_capitata_HIv3___RNAseq.g4635.t1"
2159,"Montipora_capitata_HIv3___TS.g26322.t1"
2784,"Montipora_capitata_HIv3___RNAseq.g4637.t1"
6321,"Montipora_capitata_HIv3___RNAseq.g4638.t1"
2514,"Montipora_capitata_HIv3___RNAseq.g4639.t1"
9692,"Montipora_capitata_HIv3___RNAseq.g4640.t1"
4428,"Montipora_capitata_HIv3___RNAseq.g4641.t1"
1589,"Montipora_capitata_HIv3___RNAseq.g4642.t1"
18210,"Montipora_capitata_HIv3___RNAseq.g4643.t1"
3695,"Montipora_capitata_HIv3___TS.g26329.t1"
4157,"Montipora_capitata_HIv3___RNAseq.g4645.t1"
19544,"Montipora_capitata_HIv3___TS.g26331.t1"
15590,"Montipora_capitata_HIv3___RNAseq.g4647.t1"
3605,"Montipora_capitata_HIv3___RNAseq.g4648.t1"
34407,"Montipora_capitata_HIv3___RNAseq.g4649.t1"
3593,"Montipora_capitata_HIv3___RNAseq.g4650.t1"
10096,"Montipora_capitata_HIv3___RNAseq.g4651.t1"
9590,"Montipora_capitata_HIv3___TS.g26337.t3"
5016,"Montipora_capitata_HIv3___RNAseq.g4653.t1"
12942,"Montipora_capitata_HIv3___RNAseq.97_t"
9379,"Montipora_capitata_HIv3___RNAseq.g4656.t1"
5849,"Montipora_capitata_HIv3___RNAseq.g4657.t1"
10488,"Montipora_capitata_HIv3___RNAseq.g4658.t1"
8130,"Montipora_capitata_HIv3___TS.g26343.t1"
15741,"Montipora_capitata_HIv3___RNAseq.g4660.t1"
20011,"Montipora_capitata_HIv3___TS.g26345.t1"
8281,"Montipora_capitata_HIv3___TS.g26346.t1"
16233,"Montipora_capitata_HIv3___TS.g26347.t1"
1112,"Montipora_capitata_HIv3___RNAseq.g4664.t1"
1769,"Montipora_capitata_HIv3___RNAseq.g4665.t1"
1616,"Montipora_capitata_HIv3___RNAseq.g4666.t1"
1562,"Montipora_capitata_HIv3___RNAseq.g4667.t1"
11214,"Montipora_capitata_HIv3___TS.g26352.t1"
3920,"Montipora_capitata_HIv3___RNAseq.g4669.t1"
6468,"Montipora_capitata_HIv3___RNAseq.g4670.t1"
31064,"Montipora_capitata_HIv3___RNAseq.g4671.t1"
1787,"Montipora_capitata_HIv3___RNAseq.g4672.t1"
12789,"Montipora_capitata_HIv3___RNAseq.g4673.t1"
42448,"Montipora_capitata_HIv3___RNAseq.g4674.t1"
269,"Montipora_capitata_HIv3___TS.g26359.t1"
2846,"Montipora_capitata_HIv3___RNAseq.g4675.t1"
20259,"Montipora_capitata_HIv3___RNAseq.g4676.t1"
707,"Montipora_capitata_HIv3___RNAseq.g4677.t1"
1999,"Montipora_capitata_HIv3___RNAseq.g4678.t1"
374,"Montipora_capitata_HIv3___RNAseq.g4679.t1"
10013,"Montipora_capitata_HIv3___TS.g26365.t1"
33422,"Montipora_capitata_HIv3___RNAseq.g4682.t1"
377,"Montipora_capitata_HIv3___RNAseq.g4683.t1"
22471,"Montipora_capitata_HIv3___RNAseq.g4684.t1"
257,"Montipora_capitata_HIv3___TS.g26369.t1"
1688,"Montipora_capitata_HIv3___RNAseq.g4685.t1"
31609,"Montipora_capitata_HIv3___RNAseq.g4686.t1"
554,"Montipora_capitata_HIv3___RNAseq.g4687.t1"
4399,"Montipora_capitata_HIv3___RNAseq.g4688.t1"
11108,"Montipora_capitata_HIv3___RNAseq.g4689.t1"
10259,"Montipora_capitata_HIv3___RNAseq.g4690.t1"
19470,"Montipora_capitata_HIv3___RNAseq.g4691.t1"
27944,"Montipora_capitata_HIv3___TS.g26377.t2"
17450,"Montipora_capitata_HIv3___RNAseq.g4693.t1"
24456,"Montipora_capitata_HIv3___TS.g26379.t2"
5598,"Montipora_capitata_HIv3___RNAseq.g4695.t1"
3313,"Montipora_capitata_HIv3___RNAseq.g4696.t1"
12308,"Montipora_capitata_HIv3___RNAseq.g4697.t1"
476,"Montipora_capitata_HIv3___TS.g26383.t1"
269,"Montipora_capitata_HIv3___TS.g26384.t1"
4018,"Montipora_capitata_HIv3___RNAseq.g4698.t1"
3089,"Montipora_capitata_HIv3___RNAseq.g4699.t1"
13767,"Montipora_capitata_HIv3___RNAseq.g4700.t1"
12255,"Montipora_capitata_HIv3___RNAseq.g4701.t1"
8148,"Montipora_capitata_HIv3___RNAseq.g4702.t1"
28975,"Montipora_capitata_HIv3___RNAseq.g4703.t1"
15246,"Montipora_capitata_HIv3___RNAseq.g4704.t1"
5217,"Montipora_capitata_HIv3___RNAseq.g4705.t1"
500,"Montipora_capitata_HIv3___TS.g26393.t1"
560,"Montipora_capitata_HIv3___TS.g26394.t1"
12273,"Montipora_capitata_HIv3___TS.g26395.t2"
16242,"Montipora_capitata_HIv3___RNAseq.g4707.t1"
14661,"Montipora_capitata_HIv3___RNAseq.g4708.t1"
278,"Montipora_capitata_HIv3___TS.g26398.t1"
785,"Montipora_capitata_HIv3___RNAseq.g4709.t1"
440,"Montipora_capitata_HIv3___RNAseq.g4710.t1"
1474,"Montipora_capitata_HIv3___TS.g26402.t1"
2389,"Montipora_capitata_HIv3___TS.g26403.t1"
25995,"Montipora_capitata_HIv3___RNAseq.g4713.t3"
7357,"Montipora_capitata_HIv3___TS.g26405.t1"
4744,"Montipora_capitata_HIv3___RNAseq.g4715.t1"
7350,"Montipora_capitata_HIv3___RNAseq.g4716.t1"
5898,"Montipora_capitata_HIv3___RNAseq.g4717.t1"
3154,"Montipora_capitata_HIv3___RNAseq.164_t"
6871,"Montipora_capitata_HIv3___RNAseq.g4719.t1"
13430,"Montipora_capitata_HIv3___RNAseq.g4720.t1"
23783,"Montipora_capitata_HIv3___RNAseq.g4721.t1"
242,"Montipora_capitata_HIv3___TS.g26412.t1"
28226,"Montipora_capitata_HIv3___RNAseq.g4722.t1"
30400,"Montipora_capitata_HIv3___RNAseq.g4723.t1"
11240,"Montipora_capitata_HIv3___TS.g26417.t1"
29100,"Montipora_capitata_HIv3___RNAseq.g4724.t1b"
5185,"Montipora_capitata_HIv3___RNAseq.g4724.t1a"
2740,"Montipora_capitata_HIv3___RNAseq.g4725.t1"
362,"Montipora_capitata_HIv3___RNAseq.g4726.t1"
30375,"Montipora_capitata_HIv3___RNAseq.g4727.t1"
1985,"Montipora_capitata_HIv3___RNAseq.g4728.t1"
5301,"Montipora_capitata_HIv3___TS.g26422.t1"
25083,"Montipora_capitata_HIv3___RNAseq.g4730.t1"
8806,"Montipora_capitata_HIv3___RNAseq.g4731.t1"
1523,"Montipora_capitata_HIv3___RNAseq.g4732.t1"
690,"Montipora_capitata_HIv3___RNAseq.g4733.t1"
6596,"Montipora_capitata_HIv3___RNAseq.g4734.t1"
6707,"Montipora_capitata_HIv3___RNAseq.g4735.t1"
1112,"Montipora_capitata_HIv3___RNAseq.g4736.t1"
33217,"Montipora_capitata_HIv3___RNAseq.g4737.t1"
6744,"Montipora_capitata_HIv3___RNAseq.190_t"
5883,"Montipora_capitata_HIv3___RNAseq.g4739.t1"
353,"Montipora_capitata_HIv3___RNAseq.g4740.t1"
1760,"Montipora_capitata_HIv3___RNAseq.g4741.t1"
2593,"Montipora_capitata_HIv3___RNAseq.g4742.t1"
2291,"Montipora_capitata_HIv3___TS.g26435.t1"
1400,"Montipora_capitata_HIv3___RNAseq.g4744.t1"
3203,"Montipora_capitata_HIv3___RNAseq.g4745.t1"
845,"Montipora_capitata_HIv3___RNAseq.g4746.t1"
1440,"Montipora_capitata_HIv3___RNAseq.g4747.t1"
972,"Montipora_capitata_HIv3___RNAseq.g4748.t1"
29423,"Montipora_capitata_HIv3___RNAseq.g4749.t1"
269,"Montipora_capitata_HIv3___TS.g26442.t1"
9441,"Montipora_capitata_HIv3___RNAseq.g4750.t1"
4567,"Montipora_capitata_HIv3___RNAseq.g4751.t1"
5305,"Montipora_capitata_HIv3___RNAseq.g4752.t1"
11610,"Montipora_capitata_HIv3___RNAseq.g4753.t1"
12764,"Montipora_capitata_HIv3___RNAseq.g4754.t1"
5529,"Montipora_capitata_HIv3___RNAseq.g4755.t1"
9717,"Montipora_capitata_HIv3___RNAseq.g4756.t1"
6235,"Montipora_capitata_HIv3___RNAseq.g4757.t1"
10869,"Montipora_capitata_HIv3___RNAseq.g4758.t1"
7326,"Montipora_capitata_HIv3___RNAseq.g4759.t1"
10296,"Montipora_capitata_HIv3___RNAseq.g4760.t1"
25197,"Montipora_capitata_HIv3___RNAseq.g4761.t1"
5338,"Montipora_capitata_HIv3___TS.g26455.t1"
269,"Montipora_capitata_HIv3___RNAseq.g4763.t1"
1352,"Montipora_capitata_HIv3___RNAseq.g4764.t1"
3076,"Montipora_capitata_HIv3___RNAseq.214_t"
7301,"Montipora_capitata_HIv3___RNAseq.g4766.t1"
647,"Montipora_capitata_HIv3___RNAseq.g4767.t1"
3637,"Montipora_capitata_HIv3___RNAseq.g4768.t1"
3644,"Montipora_capitata_HIv3___RNAseq.g4769.t1"
19187,"Montipora_capitata_HIv3___TS.g26463.t2"
14218,"Montipora_capitata_HIv3___RNAseq.g4771.t1"
11578,"Montipora_capitata_HIv3___RNAseq.g4772.t1"
524,"Montipora_capitata_HIv3___TS.g26466.t1"
356,"Montipora_capitata_HIv3___TS.g26467.t1"
452,"Montipora_capitata_HIv3___RNAseq.g4773.t1"
7525,"Montipora_capitata_HIv3___RNAseq.g4774.t1"
848,"Montipora_capitata_HIv3___RNAseq.g4775.t1"
3179,"Montipora_capitata_HIv3___RNAseq.g4776.t1a"
11562,"Montipora_capitata_HIv3___RNAseq.g4776.t1b"
9576,"Montipora_capitata_HIv3___TS.g26472.t1"
1136,"Montipora_capitata_HIv3___RNAseq.g4778.t1"
1207,"Montipora_capitata_HIv3___RNAseq.g4779.t1"
28625,"Montipora_capitata_HIv3___RNAseq.g4780.t1"
7463,"Montipora_capitata_HIv3___RNAseq.g4781.t1"
11639,"Montipora_capitata_HIv3___RNAseq.g4782.t1b"
3852,"Montipora_capitata_HIv3___RNAseq.g4782.t1a"
803,"Montipora_capitata_HIv3___RNAseq.g4783.t1"
245,"Montipora_capitata_HIv3___TS.g26479.t1"
28560,"Montipora_capitata_HIv3___RNAseq.g4784.t1"
21045,"Montipora_capitata_HIv3___RNAseq.g4785.t1a"
688,"Montipora_capitata_HIv3___RNAseq.g4785.t1b"
988,"Montipora_capitata_HIv3___RNAseq.g4786.t1"
8557,"Montipora_capitata_HIv3___RNAseq.g4787.t1"
908,"Montipora_capitata_HIv3___RNAseq.g4788.t1"
685,"Montipora_capitata_HIv3___RNAseq.g4789.t1"
14273,"Montipora_capitata_HIv3___TS.g26487.t1"
87938,"Montipora_capitata_HIv3___TS.g26488.t2"
27020,"Montipora_capitata_HIv3___RNAseq.g4795.t2"
35013,"Montipora_capitata_HIv3___RNAseq.g4796.t2"
18865,"Montipora_capitata_HIv3___RNAseq.g4797.t1"
482,"Montipora_capitata_HIv3___RNAseq.g4798.t1"
374,"Montipora_capitata_HIv3___TS.g26493.t2d"
2894,"Montipora_capitata_HIv3___TS.g26493.t2c"
704,"Montipora_capitata_HIv3___TS.g26493.t2b"
18019,"Montipora_capitata_HIv3___TS.g26493.t2a"
4287,"Montipora_capitata_HIv3___RNAseq.g4800.t1"
3394,"Montipora_capitata_HIv3___RNAseq.g4801.t2"
3579,"Montipora_capitata_HIv3___TS.g26496.t1"
254,"Montipora_capitata_HIv3___RNAseq.g4803.t1"
2011,"Montipora_capitata_HIv3___RNAseq.g4804.t1"
5938,"Montipora_capitata_HIv3___RNAseq.g4805.t1"
2600,"Montipora_capitata_HIv3___RNAseq.g4806.t1"
4549,"Montipora_capitata_HIv3___RNAseq.259_t"
4101,"Montipora_capitata_HIv3___RNAseq.g4808.t1"
563,"Montipora_capitata_HIv3___RNAseq.g4809.t1"
5265,"Montipora_capitata_HIv3___RNAseq.262_t"
18124,"Montipora_capitata_HIv3___TS.g26505.t1"
353,"Montipora_capitata_HIv3___RNAseq.g4812.t1"
2269,"Montipora_capitata_HIv3___TS.g26507.t1"
5661,"Montipora_capitata_HIv3___RNAseq.266_t"
3583,"Montipora_capitata_HIv3___TS.g26509.t1"
5162,"Montipora_capitata_HIv3___RNAseq.g4816.t1"
2000,"Montipora_capitata_HIv3___RNAseq.g4817.t1"
7009,"Montipora_capitata_HIv3___RNAseq.g4818.t1"
362,"Montipora_capitata_HIv3___RNAseq.g4819.t1"
209,"Montipora_capitata_HIv3___TS.g26514.t1"
12996,"Montipora_capitata_HIv3___RNAseq.g4820.t1"
641,"Montipora_capitata_HIv3___RNAseq.g4821.t1"
3052,"Montipora_capitata_HIv3___RNAseq.g4822.t1"
19636,"Montipora_capitata_HIv3___RNAseq.g4823.t1"
4107,"Montipora_capitata_HIv3___RNAseq.g4824.t1"
9291,"Montipora_capitata_HIv3___RNAseq.277_t"
12304,"Montipora_capitata_HIv3___TS.g26521.t1b"
3805,"Montipora_capitata_HIv3___TS.g26521.t1a"
37047,"Montipora_capitata_HIv3___RNAseq.g4828.t1"
20362,"Montipora_capitata_HIv3___TS.g26523.t2"
7259,"Montipora_capitata_HIv3___RNAseq.g4830.t1"
14866,"Montipora_capitata_HIv3___TS.g26525.t2"
9156,"Montipora_capitata_HIv3___RNAseq.g4832.t1"
16388,"Montipora_capitata_HIv3___RNAseq.g4833.t1"
2767,"Montipora_capitata_HIv3___RNAseq.g4834.t1"
3058,"Montipora_capitata_HIv3___RNAseq.g4835.t1"
21163,"Montipora_capitata_HIv3___RNAseq.g4836.t1"
1263,"Montipora_capitata_HIv3___RNAseq.g4837.t1"
8555,"Montipora_capitata_HIv3___RNAseq.g4838.t1"
19363,"Montipora_capitata_HIv3___TS.g26534.t1b"
6901,"Montipora_capitata_HIv3___TS.g26534.t1a"
12280,"Montipora_capitata_HIv3___RNAseq.g4841.t1"
8211,"Montipora_capitata_HIv3___RNAseq.g4842.t1"
14997,"Montipora_capitata_HIv3___TS.g26537.t3"
23909,"Montipora_capitata_HIv3___RNAseq.g4844.t1"
16193,"Montipora_capitata_HIv3___RNAseq.g4845.t1"
6476,"Montipora_capitata_HIv3___TS.g26540.t1"
7859,"Montipora_capitata_HIv3___RNAseq.g4847.t1"
15749,"Montipora_capitata_HIv3___TS.g26542.t1"
5502,"Montipora_capitata_HIv3___RNAseq.g4849.t1"
5145,"Montipora_capitata_HIv3___TS.g26544.t1"
21414,"Montipora_capitata_HIv3___TS.g26545.t2"
60766,"Montipora_capitata_HIv3___TS.g26546.t1"
31723,"Montipora_capitata_HIv3___RNAseq.g4854.t3"
458,"Montipora_capitata_HIv3___TS.g26548.t1"
25825,"Montipora_capitata_HIv3___TS.g26550.t1"
26733,"Montipora_capitata_HIv3___TS.g26551.t1"
27737,"Montipora_capitata_HIv3___RNAseq.g4857.t1"
23814,"Montipora_capitata_HIv3___RNAseq.g4858.t1"
6171,"Montipora_capitata_HIv3___RNAseq.g4859.t1"
14877,"Montipora_capitata_HIv3___RNAseq.g4860.t1"
32723,"Montipora_capitata_HIv3___RNAseq.g4861.t1"
31687,"Montipora_capitata_HIv3___RNAseq.g4862.t1"
635,"Montipora_capitata_HIv3___RNAseq.g4863.t1"
1432,"Montipora_capitata_HIv3___RNAseq.g4864.t1"
23106,"Montipora_capitata_HIv3___RNAseq.g4865.t1"
20893,"Montipora_capitata_HIv3___RNAseq.g4866.t1"
685,"Montipora_capitata_HIv3___TS.g26563.t1"
31671,"Montipora_capitata_HIv3___TS.g26565.t2"
1921,"Montipora_capitata_HIv3___RNAseq.g4868.t1"
22758,"Montipora_capitata_HIv3___RNAseq.g4869.t1"
698,"Montipora_capitata_HIv3___TS.g26568.t1"
1067,"Montipora_capitata_HIv3___TS.g26569.t1"
22041,"Montipora_capitata_HIv3___RNAseq.g4870.t1"
34057,"Montipora_capitata_HIv3___RNAseq.g4871.t1"
706,"Montipora_capitata_HIv3___RNAseq.g4872.t1"
5057,"Montipora_capitata_HIv3___TS.g26575.t1"
1816,"Montipora_capitata_HIv3___RNAseq.g4873.t1"
5588,"Montipora_capitata_HIv3___RNAseq.g4874.t1"
18621,"Montipora_capitata_HIv3___RNAseq.g4875.t2"
473,"Montipora_capitata_HIv3___RNAseq.g4876.t1"
410,"Montipora_capitata_HIv3___TS.g26578.t1"
338,"Montipora_capitata_HIv3___RNAseq.g4878.t1"
3708,"Montipora_capitata_HIv3___TS.g26580.t1b"
521,"Montipora_capitata_HIv3___TS.g26580.t1a"
2779,"Montipora_capitata_HIv3___RNAseq.g4880.t1"
9467,"Montipora_capitata_HIv3___RNAseq.g4881.t1"
13946,"Montipora_capitata_HIv3___TS.g26582.t1"
395,"Montipora_capitata_HIv3___RNAseq.g4883.t1"
410,"Montipora_capitata_HIv3___TS.g26583.t1"
329,"Montipora_capitata_HIv3___RNAseq.g4885.t1"
1210,"Montipora_capitata_HIv3___TS.g26585.t1"
734,"Montipora_capitata_HIv3___TS.g26586.t1"
4058,"Montipora_capitata_HIv3___RNAseq.g4886.t1"
24430,"Montipora_capitata_HIv3___RNAseq.g4887.t1"
5674,"Montipora_capitata_HIv3___RNAseq.349_t"
2297,"Montipora_capitata_HIv3___TS.g26590.t1"
9043,"Montipora_capitata_HIv3___TS.g26591.t2"
1508,"Montipora_capitata_HIv3___RNAseq.g4890.t1"
3813,"Montipora_capitata_HIv3___RNAseq.g4891.t1"
18911,"Montipora_capitata_HIv3___RNAseq.g4892.t1"
1316,"Montipora_capitata_HIv3___TS.g26595.t1"
524,"Montipora_capitata_HIv3___RNAseq.g4895.t1"
2357,"Montipora_capitata_HIv3___TS.g26597.t1"
1415,"Montipora_capitata_HIv3___RNAseq.g4897.t1"
1605,"Montipora_capitata_HIv3___RNAseq.g4898.t1"
17350,"Montipora_capitata_HIv3___TS.g26600.t1"
7440,"Montipora_capitata_HIv3___TS.g26601.t1"
12430,"Montipora_capitata_HIv3___RNAseq.g4901.t1"
311,"Montipora_capitata_HIv3___RNAseq.g4902.t1"
16674,"Montipora_capitata_HIv3___TS.g26604.t1"
7415,"Montipora_capitata_HIv3___RNAseq.g4904.t1"
4372,"Montipora_capitata_HIv3___RNAseq.g4905.t1"
19275,"Montipora_capitata_HIv3___RNAseq.g4906.t1"
6231,"Montipora_capitata_HIv3___RNAseq.g4907.t1"
2315,"Montipora_capitata_HIv3___TS.g26609.t2"
3761,"Montipora_capitata_HIv3___TS.g26610.t1"
317,"Montipora_capitata_HIv3___RNAseq.g4910.t1"
15786,"Montipora_capitata_HIv3___RNAseq.g4911.t2"
1277,"Montipora_capitata_HIv3___RNAseq.g4912.t1"
8182,"Montipora_capitata_HIv3___TS.g26614.t1"
1415,"Montipora_capitata_HIv3___RNAseq.g4914.t1"
1334,"Montipora_capitata_HIv3___RNAseq.g4915.t1"
1394,"Montipora_capitata_HIv3___RNAseq.g4916.t1"
9788,"Montipora_capitata_HIv3___TS.g26618.t3"
10913,"Montipora_capitata_HIv3___RNAseq.g4918.t1"
980,"Montipora_capitata_HIv3___RNAseq.g4919.t1"
6223,"Montipora_capitata_HIv3___TS.g26621.t1"
806,"Montipora_capitata_HIv3___RNAseq.g4921.t1"
67356,"Montipora_capitata_HIv3___RNAseq.g4922.t1"
34256,"Montipora_capitata_HIv3___RNAseq.g4923.t1"
12449,"Montipora_capitata_HIv3___RNAseq.g4924.t1"
26537,"Montipora_capitata_HIv3___RNAseq.g4925.t1"
3773,"Montipora_capitata_HIv3___RNAseq.g4926.t1"
34010,"Montipora_capitata_HIv3___RNAseq.g4927.t1"
5155,"Montipora_capitata_HIv3___RNAseq.g4928.t1"
17254,"Montipora_capitata_HIv3___RNAseq.g4929.t1"
278,"Montipora_capitata_HIv3___RNAseq.g4930.t1"
15292,"Montipora_capitata_HIv3___RNAseq.g4931.t1"
2214,"Montipora_capitata_HIv3___RNAseq.g4932.t1"
1025,"Montipora_capitata_HIv3___RNAseq.g4933.t1"
1034,"Montipora_capitata_HIv3___RNAseq.g4934.t1"
11790,"Montipora_capitata_HIv3___TS.g26636.t1"
11878,"Montipora_capitata_HIv3___RNAseq.g4935.t1"
16907,"Montipora_capitata_HIv3___RNAseq.g4936.t1"
15015,"Montipora_capitata_HIv3___RNAseq.g4937.t1"
7382,"Montipora_capitata_HIv3___TS.g26640.t1"
542,"Montipora_capitata_HIv3___RNAseq.401_t"
332,"Montipora_capitata_HIv3___TS.g26642.t1"
452,"Montipora_capitata_HIv3___RNAseq.g4939.t1"
2908,"Montipora_capitata_HIv3___RNAseq.g4940.t1"
608,"Montipora_capitata_HIv3___RNAseq.g4941.t1"
977,"Montipora_capitata_HIv3___RNAseq.g4942.t1"
15528,"Montipora_capitata_HIv3___TS.g26647.t1"
11258,"Montipora_capitata_HIv3___TS.g26648.t1"
12773,"Montipora_capitata_HIv3___TS.g26649.t1"
26141,"Montipora_capitata_HIv3___RNAseq.g4945.t1"
15931,"Montipora_capitata_HIv3___RNAseq.g4946.t1"
1331,"Montipora_capitata_HIv3___TS.g26651.t1"
647,"Montipora_capitata_HIv3___TS.g26652.t1"
440,"Montipora_capitata_HIv3___TS.g26653.t1"
308,"Montipora_capitata_HIv3___TS.g26654.t1"
9200,"Montipora_capitata_HIv3___RNAseq.g4947.t1"
