"","X.query","GOs","Term","Annotated","Significant","Expected","Fisher","ontology","sig.prop"
"1633","Montipora_capitata_HIv3___RNAseq.g29258.t1","GO:0006885","regulation of pH",78,41,30.16,0.00329,"Biological Processes",0.525641025641026
"1634","Montipora_capitata_HIv3___RNAseq.g29258.t1","GO:0015988","energy coupled proton transmembrane transport, agai...",16,12,6.19,0.00349,"Biological Processes",0.75
"1635","Montipora_capitata_HIv3___RNAseq.g24286.t1","GO:0010961","intracellular magnesium ion homeostasis",5,5,1.93,0.00863,"Biological Processes",1
"1636","Montipora_capitata_HIv3___RNAseq.g552.t1","GO:0006886","intracellular protein transport",782,325,302.37,3.3e-06,"Biological Processes",0.415601023017903
"1637","Montipora_capitata_HIv3___RNAseq.g552.t1","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"1638","Montipora_capitata_HIv3___RNAseq.g552.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1639","Montipora_capitata_HIv3___RNAseq.g552.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1640","Montipora_capitata_HIv3___TS.g23237.t1","GO:0006886","intracellular protein transport",782,325,302.37,3.3e-06,"Biological Processes",0.415601023017903
"1641","Montipora_capitata_HIv3___TS.g23237.t1","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"1642","Montipora_capitata_HIv3___TS.g23237.t1","GO:0032988","protein-RNA complex disassembly",17,11,6.57,0.00451,"Biological Processes",0.647058823529412
"1643","Montipora_capitata_HIv3___RNAseq.g10750.t1a","GO:0006518","peptide metabolic process",422,264,163.17,4.3e-05,"Biological Processes",0.625592417061611
"1644","Montipora_capitata_HIv3___RNAseq.g10750.t1a","GO:0043043","peptide biosynthetic process",335,209,129.53,6.5e-19,"Biological Processes",0.623880597014925
"1645","Montipora_capitata_HIv3___RNAseq.g10750.t1a","GO:0043604","amide biosynthetic process",455,263,175.93,9.9e-17,"Biological Processes",0.578021978021978
"1646","Montipora_capitata_HIv3___RNAseq.g10750.t1a","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1647","Montipora_capitata_HIv3___RNAseq.g20845.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1648","Montipora_capitata_HIv3___RNAseq.g24436.t1","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"1649","Montipora_capitata_HIv3___RNAseq.g3563.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1650","Montipora_capitata_HIv3___RNAseq.g44375.t1","GO:0003341","cilium movement",162,73,62.64,0.00313,"Biological Processes",0.450617283950617
"1651","Montipora_capitata_HIv3___RNAseq.g44375.t1","GO:0036159","inner dynein arm assembly",19,13,7.35,0.00828,"Biological Processes",0.684210526315789
"1652","Montipora_capitata_HIv3___TS.g36822.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1653","Montipora_capitata_HIv3___RNAseq.g40417.t1","GO:0043312","neutrophil degranulation",321,166,124.12,1e-06,"Biological Processes",0.517133956386293
"1654","Montipora_capitata_HIv3___RNAseq.g5100.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1655","Montipora_capitata_HIv3___RNAseq.g5100.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1656","Montipora_capitata_HIv3___RNAseq.g23471.t1","GO:0043312","neutrophil degranulation",321,166,124.12,1e-06,"Biological Processes",0.517133956386293
"1657","Montipora_capitata_HIv3___RNAseq.g43118.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1658","Montipora_capitata_HIv3___RNAseq.g9564.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1659","Montipora_capitata_HIv3___RNAseq.g48035.t1","GO:0030968","endoplasmic reticulum unfolded protein response",93,47,35.96,0.00152,"Biological Processes",0.505376344086022
"1660","Montipora_capitata_HIv3___RNAseq.g48035.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1661","Montipora_capitata_HIv3___RNAseq.g48035.t1","GO:1901800","positive regulation of proteasomal protein cataboli...",110,33,42.53,0.00467,"Biological Processes",0.3
"1662","Montipora_capitata_HIv3___RNAseq.g14436.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1663","Montipora_capitata_HIv3___TS.g46726.t2","GO:0035010","encapsulation of foreign target",32,20,12.37,0.00292,"Biological Processes",0.625
"1664","Montipora_capitata_HIv3___TS.g46726.t2","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1665","Montipora_capitata_HIv3___RNAseq.g47955.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1666","Montipora_capitata_HIv3___RNAseq.g45409.t1","GO:0010172","embryonic body morphogenesis",49,28,18.95,0.00654,"Biological Processes",0.571428571428571
"1667","Montipora_capitata_HIv3___RNAseq.g44243.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1668","Montipora_capitata_HIv3___TS.g44287.t1","GO:0007613","memory",176,71,68.05,0.00248,"Biological Processes",0.403409090909091
"1669","Montipora_capitata_HIv3___TS.g44287.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1670","Montipora_capitata_HIv3___RNAseq.g16738.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1671","Montipora_capitata_HIv3___RNAseq.g5046.t1c","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1672","Montipora_capitata_HIv3___RNAseq.g5046.t1c","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1673","Montipora_capitata_HIv3___TS.g26618.t3","GO:0007613","memory",176,71,68.05,0.00248,"Biological Processes",0.403409090909091
"1674","Montipora_capitata_HIv3___TS.g26618.t3","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1675","Montipora_capitata_HIv3___RNAseq.g46753.t1","GO:0043312","neutrophil degranulation",321,166,124.12,1e-06,"Biological Processes",0.517133956386293
"1676","Montipora_capitata_HIv3___RNAseq.g46753.t1","GO:0045907","positive regulation of vasoconstriction",57,31,22.04,0.00855,"Biological Processes",0.543859649122807
"1677","Montipora_capitata_HIv3___RNAseq.g46753.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1678","Montipora_capitata_HIv3___RNAseq.g46753.t1","GO:1901570","fatty acid derivative biosynthetic process",96,56,37.12,0.0026,"Biological Processes",0.583333333333333
"1679","Montipora_capitata_HIv3___RNAseq.g46753.t1","GO:1903524","positive regulation of blood circulation",79,38,30.55,7e-04,"Biological Processes",0.481012658227848
"1680","Montipora_capitata_HIv3___RNAseq.g7061.t1b","GO:0018279","protein N-linked glycosylation via asparagine",44,25,17.01,0.0028,"Biological Processes",0.568181818181818
"1681","Montipora_capitata_HIv3___RNAseq.g7061.t1d","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"1682","Montipora_capitata_HIv3___TS.45919_t","GO:0009167","purine ribonucleoside monophosphate metabolic proce...",172,103,66.51,1.6e-07,"Biological Processes",0.598837209302326
"1683","Montipora_capitata_HIv3___TS.g43160.t2","GO:0006886","intracellular protein transport",782,325,302.37,3.3e-06,"Biological Processes",0.415601023017903
"1684","Montipora_capitata_HIv3___TS.g43160.t2","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"1685","Montipora_capitata_HIv3___RNAseq.g41739.t1","GO:0035735","intraciliary transport involved in cilium assembly",29,19,11.21,0.00306,"Biological Processes",0.655172413793103
"1686","Montipora_capitata_HIv3___RNAseq.g41739.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1687","Montipora_capitata_HIv3___RNAseq.g41279.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1688","Montipora_capitata_HIv3___RNAseq.g26545.t1","GO:0009620","response to fungus",79,42,30.55,0.00678,"Biological Processes",0.531645569620253
"1689","Montipora_capitata_HIv3___RNAseq.g26545.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1690","Montipora_capitata_HIv3___RNAseq.g36986.t1","GO:0007613","memory",176,71,68.05,0.00248,"Biological Processes",0.403409090909091
"1691","Montipora_capitata_HIv3___RNAseq.g22307.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1692","Montipora_capitata_HIv3___RNAseq.g21588.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1693","Montipora_capitata_HIv3___RNAseq.g45561.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1694","Montipora_capitata_HIv3___RNAseq.23696_t","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1695","Montipora_capitata_HIv3___RNAseq.g23005.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1696","Montipora_capitata_HIv3___TS.g6369.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1697","Montipora_capitata_HIv3___TS.g37249.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1698","Montipora_capitata_HIv3___RNAseq.g31333.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1699","Montipora_capitata_HIv3___RNAseq.g50151.t2b","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1700","Montipora_capitata_HIv3___RNAseq.g7303.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1701","Montipora_capitata_HIv3___TS.g36349.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1702","Montipora_capitata_HIv3___RNAseq.g8678.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1703","Montipora_capitata_HIv3___RNAseq.g8678.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1704","Montipora_capitata_HIv3___RNAseq.g43944.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1705","Montipora_capitata_HIv3___RNAseq.g37863.t2","GO:0043312","neutrophil degranulation",321,166,124.12,1e-06,"Biological Processes",0.517133956386293
"1706","Montipora_capitata_HIv3___RNAseq.g37863.t2","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1707","Montipora_capitata_HIv3___RNAseq.g11449.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1708","Montipora_capitata_HIv3___RNAseq.g11449.t1","GO:0098869","cellular oxidant detoxification",79,53,30.55,0.00014,"Biological Processes",0.670886075949367
"1709","Montipora_capitata_HIv3___RNAseq.g15766.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1710","Montipora_capitata_HIv3___RNAseq.g24727.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1711","Montipora_capitata_HIv3___RNAseq.g24727.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1712","Montipora_capitata_HIv3___RNAseq.g1194.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1713","Montipora_capitata_HIv3___RNAseq.g3172.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1714","Montipora_capitata_HIv3___TS.g24048.t2","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1715","Montipora_capitata_HIv3___RNAseq.g21898.t1","GO:0001889","liver development",154,78,59.55,0.00679,"Biological Processes",0.506493506493506
"1716","Montipora_capitata_HIv3___RNAseq.g21898.t1","GO:0002931","response to ischemia",36,25,13.92,0.00017,"Biological Processes",0.694444444444444
"1717","Montipora_capitata_HIv3___RNAseq.g21898.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1718","Montipora_capitata_HIv3___RNAseq.g21898.t1","GO:0021537","telencephalon development",198,79,76.56,0.00588,"Biological Processes",0.398989898989899
"1719","Montipora_capitata_HIv3___RNAseq.g21898.t1","GO:0021860","pyramidal neuron development",16,13,6.19,0.00581,"Biological Processes",0.8125
"1720","Montipora_capitata_HIv3___RNAseq.g21898.t1","GO:0045471","response to ethanol",198,89,76.56,0.00562,"Biological Processes",0.44949494949495
"1721","Montipora_capitata_HIv3___RNAseq.g21898.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1722","Montipora_capitata_HIv3___RNAseq.g21898.t1","GO:0060385","axonogenesis involved in innervation",22,17,8.51,0.00026,"Biological Processes",0.772727272727273
"1723","Montipora_capitata_HIv3___RNAseq.g21898.t1","GO:0071420","cellular response to histamine",19,15,7.35,0.00041,"Biological Processes",0.789473684210526
"1724","Montipora_capitata_HIv3___RNAseq.g21898.t1","GO:0090102","cochlea development",47,24,18.17,0.00084,"Biological Processes",0.51063829787234
"1725","Montipora_capitata_HIv3___RNAseq.g46387.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1726","Montipora_capitata_HIv3___RNAseq.g46387.t1","GO:0070542","response to fatty acid",92,46,35.57,0.00493,"Biological Processes",0.5
"1727","Montipora_capitata_HIv3___RNAseq.g46387.t1","GO:0071305","cellular response to vitamin D",18,12,6.96,0.0068,"Biological Processes",0.666666666666667
"1728","Montipora_capitata_HIv3___RNAseq.g20294.t1","GO:0006885","regulation of pH",78,41,30.16,0.00329,"Biological Processes",0.525641025641026
"1729","Montipora_capitata_HIv3___RNAseq.g20294.t1","GO:0010043","response to zinc ion",55,35,21.27,0.00035,"Biological Processes",0.636363636363636
"1730","Montipora_capitata_HIv3___RNAseq.g20294.t1","GO:0015701","bicarbonate transport",22,15,8.51,0.0048,"Biological Processes",0.681818181818182
"1731","Montipora_capitata_HIv3___RNAseq.g20294.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1732","Montipora_capitata_HIv3___RNAseq.g20294.t1","GO:2001150","positive regulation of dipeptide transmembrane tran...",5,5,1.93,0.00863,"Biological Processes",1
"1733","Montipora_capitata_HIv3___RNAseq.g20294.t1","GO:2001225","regulation of chloride transport",8,7,3.09,0.00682,"Biological Processes",0.875
"1734","Montipora_capitata_HIv3___RNAseq.g34611.t1","GO:0002181","cytoplasmic translation",115,94,44.47,4.9e-25,"Biological Processes",0.817391304347826
"1735","Montipora_capitata_HIv3___RNAseq.g34611.t1","GO:0006518","peptide metabolic process",422,264,163.17,4.3e-05,"Biological Processes",0.625592417061611
"1736","Montipora_capitata_HIv3___RNAseq.g34611.t1","GO:0043043","peptide biosynthetic process",335,209,129.53,6.5e-19,"Biological Processes",0.623880597014925
"1737","Montipora_capitata_HIv3___RNAseq.g34611.t1","GO:0043604","amide biosynthetic process",455,263,175.93,9.9e-17,"Biological Processes",0.578021978021978
"1738","Montipora_capitata_HIv3___RNAseq.g34611.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1739","Montipora_capitata_HIv3___RNAseq.g43238.t1","GO:0007613","memory",176,71,68.05,0.00248,"Biological Processes",0.403409090909091
"1740","Montipora_capitata_HIv3___RNAseq.g43238.t1","GO:0010961","intracellular magnesium ion homeostasis",5,5,1.93,0.00863,"Biological Processes",1
"1741","Montipora_capitata_HIv3___RNAseq.g43238.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1742","Montipora_capitata_HIv3___RNAseq.g43238.t1","GO:0016340","calcium-dependent cell-matrix adhesion",8,7,3.09,0.00682,"Biological Processes",0.875
"1743","Montipora_capitata_HIv3___RNAseq.g43238.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1744","Montipora_capitata_HIv3___RNAseq.g12607.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1745","Montipora_capitata_HIv3___RNAseq.g16730.t1","GO:0001889","liver development",154,78,59.55,0.00679,"Biological Processes",0.506493506493506
"1746","Montipora_capitata_HIv3___RNAseq.g16730.t1","GO:0006518","peptide metabolic process",422,264,163.17,4.3e-05,"Biological Processes",0.625592417061611
"1747","Montipora_capitata_HIv3___RNAseq.g16730.t1","GO:0010955","negative regulation of protein processing",30,15,11.6,0.00586,"Biological Processes",0.5
"1748","Montipora_capitata_HIv3___RNAseq.g16730.t1","GO:0051604","protein maturation",404,203,156.21,0.00611,"Biological Processes",0.502475247524752
"1749","Montipora_capitata_HIv3___RNAseq.g16730.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1750","Montipora_capitata_HIv3___RNAseq.g6704.t1","GO:0009620","response to fungus",79,42,30.55,0.00678,"Biological Processes",0.531645569620253
"1751","Montipora_capitata_HIv3___RNAseq.g6704.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1752","Montipora_capitata_HIv3___RNAseq.g3355.t1","GO:0022900","electron transport chain",126,79,48.72,0.00243,"Biological Processes",0.626984126984127
"1753","Montipora_capitata_HIv3___RNAseq.g3355.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1754","Montipora_capitata_HIv3___RNAseq.g20131.t1c","GO:0007613","memory",176,71,68.05,0.00248,"Biological Processes",0.403409090909091
"1755","Montipora_capitata_HIv3___RNAseq.g20131.t1c","GO:0009435","NAD biosynthetic process",35,21,13.53,0.00823,"Biological Processes",0.6
"1756","Montipora_capitata_HIv3___RNAseq.g20131.t1c","GO:0019371","cyclooxygenase pathway",36,24,13.92,0.00061,"Biological Processes",0.666666666666667
"1757","Montipora_capitata_HIv3___RNAseq.g20131.t1c","GO:0045429","positive regulation of nitric oxide biosynthetic pr...",23,17,8.89,0.00064,"Biological Processes",0.739130434782609
"1758","Montipora_capitata_HIv3___RNAseq.g20131.t1c","GO:0045907","positive regulation of vasoconstriction",57,31,22.04,0.00855,"Biological Processes",0.543859649122807
"1759","Montipora_capitata_HIv3___RNAseq.g20131.t1c","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1760","Montipora_capitata_HIv3___RNAseq.g20131.t1c","GO:0070542","response to fatty acid",92,46,35.57,0.00493,"Biological Processes",0.5
"1761","Montipora_capitata_HIv3___RNAseq.g20131.t1c","GO:0098869","cellular oxidant detoxification",79,53,30.55,0.00014,"Biological Processes",0.670886075949367
"1762","Montipora_capitata_HIv3___RNAseq.g20131.t1c","GO:1901570","fatty acid derivative biosynthetic process",96,56,37.12,0.0026,"Biological Processes",0.583333333333333
"1763","Montipora_capitata_HIv3___RNAseq.g20131.t1c","GO:1903524","positive regulation of blood circulation",79,38,30.55,7e-04,"Biological Processes",0.481012658227848
"1764","Montipora_capitata_HIv3___RNAseq.g41706.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1765","Montipora_capitata_HIv3___RNAseq.g841.t1","GO:0019371","cyclooxygenase pathway",36,24,13.92,0.00061,"Biological Processes",0.666666666666667
"1766","Montipora_capitata_HIv3___RNAseq.g841.t1","GO:0030644","intracellular chloride ion homeostasis",34,23,13.15,0.00058,"Biological Processes",0.676470588235294
"1767","Montipora_capitata_HIv3___RNAseq.g841.t1","GO:0045471","response to ethanol",198,89,76.56,0.00562,"Biological Processes",0.44949494949495
"1768","Montipora_capitata_HIv3___RNAseq.g841.t1","GO:0045907","positive regulation of vasoconstriction",57,31,22.04,0.00855,"Biological Processes",0.543859649122807
"1769","Montipora_capitata_HIv3___RNAseq.g841.t1","GO:0070542","response to fatty acid",92,46,35.57,0.00493,"Biological Processes",0.5
"1770","Montipora_capitata_HIv3___RNAseq.g841.t1","GO:1901570","fatty acid derivative biosynthetic process",96,56,37.12,0.0026,"Biological Processes",0.583333333333333
"1771","Montipora_capitata_HIv3___RNAseq.g841.t1","GO:1903524","positive regulation of blood circulation",79,38,30.55,7e-04,"Biological Processes",0.481012658227848
"1772","Montipora_capitata_HIv3___RNAseq.g46109.t1","GO:0022900","electron transport chain",126,79,48.72,0.00243,"Biological Processes",0.626984126984127
"1773","Montipora_capitata_HIv3___RNAseq.g10593.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1774","Montipora_capitata_HIv3___RNAseq.g40620.t1","GO:0009167","purine ribonucleoside monophosphate metabolic proce...",172,103,66.51,1.6e-07,"Biological Processes",0.598837209302326
"1775","Montipora_capitata_HIv3___RNAseq.g40620.t1","GO:0046034","ATP metabolic process",191,107,73.85,1.3e-07,"Biological Processes",0.56020942408377
"1776","Montipora_capitata_HIv3___RNAseq.g40620.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1777","Montipora_capitata_HIv3___RNAseq.g231.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1778","Montipora_capitata_HIv3___RNAseq.g231.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1779","Montipora_capitata_HIv3___RNAseq.g530.t1","GO:0009435","NAD biosynthetic process",35,21,13.53,0.00823,"Biological Processes",0.6
"1780","Montipora_capitata_HIv3___RNAseq.g49671.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1781","Montipora_capitata_HIv3___RNAseq.g49671.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1782","Montipora_capitata_HIv3___RNAseq.g49671.t1","GO:1901800","positive regulation of proteasomal protein cataboli...",110,33,42.53,0.00467,"Biological Processes",0.3
"1783","Montipora_capitata_HIv3___RNAseq.g4690.t1","GO:0001889","liver development",154,78,59.55,0.00679,"Biological Processes",0.506493506493506
"1784","Montipora_capitata_HIv3___RNAseq.g4690.t1","GO:0006886","intracellular protein transport",782,325,302.37,3.3e-06,"Biological Processes",0.415601023017903
"1785","Montipora_capitata_HIv3___RNAseq.g4690.t1","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"1786","Montipora_capitata_HIv3___RNAseq.g4690.t1","GO:0042407","cristae formation",21,17,8.12,2e-04,"Biological Processes",0.80952380952381
"1787","Montipora_capitata_HIv3___TS.g38155.t3","GO:0007613","memory",176,71,68.05,0.00248,"Biological Processes",0.403409090909091
"1788","Montipora_capitata_HIv3___TS.g38155.t3","GO:0016340","calcium-dependent cell-matrix adhesion",8,7,3.09,0.00682,"Biological Processes",0.875
"1789","Montipora_capitata_HIv3___TS.g38155.t3","GO:0045471","response to ethanol",198,89,76.56,0.00562,"Biological Processes",0.44949494949495
"1790","Montipora_capitata_HIv3___TS.g38155.t3","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1791","Montipora_capitata_HIv3___RNAseq.g36993.t1","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsens...",86,58,33.25,1e-08,"Biological Processes",0.674418604651163
"1792","Montipora_capitata_HIv3___RNAseq.g36993.t1","GO:0006886","intracellular protein transport",782,325,302.37,3.3e-06,"Biological Processes",0.415601023017903
"1793","Montipora_capitata_HIv3___RNAseq.g36993.t1","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"1794","Montipora_capitata_HIv3___RNAseq.g36993.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1795","Montipora_capitata_HIv3___RNAseq.g49782.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1796","Montipora_capitata_HIv3___RNAseq.g44508.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1797","Montipora_capitata_HIv3___RNAseq.g12156.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1798","Montipora_capitata_HIv3___RNAseq.g12156.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1799","Montipora_capitata_HIv3___RNAseq.g25880.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1800","Montipora_capitata_HIv3___RNAseq.g11943.t1","GO:0009620","response to fungus",79,42,30.55,0.00678,"Biological Processes",0.531645569620253
"1801","Montipora_capitata_HIv3___RNAseq.g11943.t1","GO:0010043","response to zinc ion",55,35,21.27,0.00035,"Biological Processes",0.636363636363636
"1802","Montipora_capitata_HIv3___RNAseq.g11943.t1","GO:0015833","peptide transport",1173,476,453.56,0.00316,"Biological Processes",0.405797101449275
"1803","Montipora_capitata_HIv3___RNAseq.g11943.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1804","Montipora_capitata_HIv3___RNAseq.g11943.t1","GO:0043312","neutrophil degranulation",321,166,124.12,1e-06,"Biological Processes",0.517133956386293
"1805","Montipora_capitata_HIv3___RNAseq.g11943.t1","GO:0045471","response to ethanol",198,89,76.56,0.00562,"Biological Processes",0.44949494949495
"1806","Montipora_capitata_HIv3___RNAseq.g11943.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1807","Montipora_capitata_HIv3___RNAseq.g11943.t1","GO:0070542","response to fatty acid",92,46,35.57,0.00493,"Biological Processes",0.5
"1808","Montipora_capitata_HIv3___TS.g20959.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1809","Montipora_capitata_HIv3___TS.g20959.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1810","Montipora_capitata_HIv3___RNAseq.g12106.t1","GO:0016310","phosphorylation",1280,493,494.94,5.4e-10,"Biological Processes",0.38515625
"1811","Montipora_capitata_HIv3___RNAseq.g12106.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
"1812","Montipora_capitata_HIv3___RNAseq.g37097.t1","GO:0051716","cellular response to stimulus",3735,1387,1444.21,0.00407,"Biological Processes",0.371352074966533
